reference_index,celltype,tech
3502,endothelial,inDrop1
3503,delta,inDrop1
3504,beta,inDrop1
3505,beta,inDrop1
3506,alpha,inDrop1
3507,beta,inDrop1
3508,beta,inDrop1
3509,endothelial,inDrop1
3510,beta,inDrop1
3511,endothelial,inDrop1
3512,alpha,inDrop1
3513,quiescent_stellate,inDrop1
3514,endothelial,inDrop1
3515,alpha,inDrop1
3516,alpha,inDrop1
3517,ductal,inDrop1
3518,quiescent_stellate,inDrop1
3519,endothelial,inDrop1
3520,beta,inDrop1
3521,gamma,inDrop1
3522,epsilon,inDrop1
3523,activated_stellate,inDrop1
3524,alpha,inDrop1
3525,activated_stellate,inDrop1
3526,beta,inDrop1
3527,beta,inDrop1
3528,mast,inDrop1
3529,activated_stellate,inDrop1
3530,epsilon,inDrop1
3531,quiescent_stellate,inDrop1
3532,endothelial,inDrop1
3533,gamma,inDrop1
3534,beta,inDrop1
3535,quiescent_stellate,inDrop1
3536,quiescent_stellate,inDrop1
3537,alpha,inDrop1
3538,beta,inDrop1
3539,beta,inDrop1
3540,beta,inDrop1
3541,beta,inDrop1
3542,t_cell,inDrop1
3543,beta,inDrop1
3544,beta,inDrop1
3545,beta,inDrop1
3546,alpha,inDrop1
3547,beta,inDrop1
3548,endothelial,inDrop1
3549,endothelial,inDrop1
3550,mast,inDrop1
3551,beta,inDrop1
3552,quiescent_stellate,inDrop1
3553,beta,inDrop1
3554,beta,inDrop1
3555,beta,inDrop1
3556,beta,inDrop1
3557,beta,inDrop1
3558,endothelial,inDrop1
3559,t_cell,inDrop1
3560,ductal,inDrop1
3561,quiescent_stellate,inDrop1
3562,beta,inDrop1
3563,beta,inDrop1
3564,quiescent_stellate,inDrop1
3565,quiescent_stellate,inDrop1
3566,quiescent_stellate,inDrop1
3567,beta,inDrop1
3568,beta,inDrop1
3569,alpha,inDrop1
3570,beta,inDrop1
3571,beta,inDrop1
3572,beta,inDrop1
3573,alpha,inDrop1
3574,endothelial,inDrop1
3575,beta,inDrop1
3576,endothelial,inDrop1
3577,beta,inDrop1
3578,quiescent_stellate,inDrop1
3579,delta,inDrop2
3580,delta,inDrop2
3581,alpha,inDrop2
3582,delta,inDrop2
3583,delta,inDrop2
3584,delta,inDrop2
3585,delta,inDrop2
3586,delta,inDrop2
3587,activated_stellate,inDrop2
3588,ductal,inDrop2
3589,delta,inDrop2
3590,delta,inDrop2
3591,alpha,inDrop2
3592,delta,inDrop2
3593,alpha,inDrop2
3594,alpha,inDrop2
3595,beta,inDrop2
3596,ductal,inDrop2
3597,alpha,inDrop2
3598,alpha,inDrop2
3599,ductal,inDrop2
3600,alpha,inDrop2
3601,alpha,inDrop2
3602,delta,inDrop2
3603,ductal,inDrop2
3604,alpha,inDrop2
3605,delta,inDrop2
3606,ductal,inDrop2
3607,ductal,inDrop2
3608,ductal,inDrop2
3609,activated_stellate,inDrop2
3610,ductal,inDrop2
3611,alpha,inDrop2
3612,delta,inDrop2
3613,delta,inDrop2
3614,delta,inDrop2
3615,alpha,inDrop2
3616,ductal,inDrop2
3617,alpha,inDrop2
3618,macrophage,inDrop2
3619,alpha,inDrop2
3620,delta,inDrop2
3621,ductal,inDrop2
3622,delta,inDrop2
3623,alpha,inDrop2
3624,alpha,inDrop2
3625,alpha,inDrop2
3626,alpha,inDrop2
3627,ductal,inDrop2
3628,activated_stellate,inDrop2
3629,ductal,inDrop2
3630,alpha,inDrop2
3631,quiescent_stellate,inDrop2
3632,beta,inDrop2
3633,alpha,inDrop2
3634,beta,inDrop2
3635,beta,inDrop2
3636,beta,inDrop2
3637,alpha,inDrop2
3638,delta,inDrop2
3639,delta,inDrop2
3640,alpha,inDrop2
3641,beta,inDrop2
3642,alpha,inDrop2
3643,alpha,inDrop2
3644,alpha,inDrop2
3645,ductal,inDrop2
3646,beta,inDrop2
3647,ductal,inDrop2
3648,activated_stellate,inDrop2
3649,ductal,inDrop2
3650,alpha,inDrop2
3651,beta,inDrop2
3652,ductal,inDrop2
3653,alpha,inDrop2
3654,beta,inDrop2
3655,alpha,inDrop2
3656,ductal,inDrop2
3657,alpha,inDrop2
3658,beta,inDrop2
3659,alpha,inDrop2
3660,ductal,inDrop2
3661,ductal,inDrop2
3662,alpha,inDrop2
3663,alpha,inDrop2
3664,ductal,inDrop2
3665,alpha,inDrop2
3666,alpha,inDrop2
3667,alpha,inDrop2
3668,beta,inDrop2
3669,alpha,inDrop2
3670,beta,inDrop2
3671,alpha,inDrop2
3672,ductal,inDrop2
3673,delta,inDrop2
3674,gamma,inDrop2
3675,alpha,inDrop2
3676,ductal,inDrop2
3677,alpha,inDrop2
3678,beta,inDrop2
3679,beta,inDrop2
3680,gamma,inDrop2
3681,alpha,inDrop2
3682,delta,inDrop2
3683,beta,inDrop2
3684,alpha,inDrop2
3685,beta,inDrop2
3686,alpha,inDrop2
3687,alpha,inDrop2
3688,alpha,inDrop2
3689,beta,inDrop2
3690,ductal,inDrop2
3691,ductal,inDrop2
3692,alpha,inDrop2
3693,beta,inDrop2
3694,alpha,inDrop2
3695,ductal,inDrop2
3696,alpha,inDrop2
3697,beta,inDrop2
3698,alpha,inDrop2
3699,ductal,inDrop2
3700,alpha,inDrop2
3701,delta,inDrop2
3702,beta,inDrop2
3703,ductal,inDrop2
3704,beta,inDrop2
3705,alpha,inDrop2
3706,beta,inDrop2
3707,ductal,inDrop2
3708,alpha,inDrop2
3709,alpha,inDrop2
3710,alpha,inDrop2
3711,alpha,inDrop2
3712,ductal,inDrop2
3713,alpha,inDrop2
3714,ductal,inDrop2
3715,beta,inDrop2
3716,ductal,inDrop2
3717,beta,inDrop2
3718,alpha,inDrop2
3719,beta,inDrop2
3720,alpha,inDrop2
3721,activated_stellate,inDrop2
3722,alpha,inDrop2
3723,beta,inDrop2
3724,alpha,inDrop2
3725,alpha,inDrop2
3726,alpha,inDrop2
3727,alpha,inDrop2
3728,beta,inDrop2
3729,ductal,inDrop2
3730,activated_stellate,inDrop2
3731,alpha,inDrop2
3732,alpha,inDrop2
3733,ductal,inDrop2
3734,delta,inDrop2
3735,alpha,inDrop2
3736,alpha,inDrop2
3737,ductal,inDrop2
3738,ductal,inDrop2
3739,alpha,inDrop2
3740,alpha,inDrop2
3741,alpha,inDrop2
3742,alpha,inDrop2
3743,activated_stellate,inDrop2
3744,alpha,inDrop2
3745,macrophage,inDrop2
3746,alpha,inDrop2
3747,delta,inDrop2
3748,alpha,inDrop2
3749,activated_stellate,inDrop2
3750,alpha,inDrop2
3751,delta,inDrop2
3752,alpha,inDrop2
3753,alpha,inDrop2
3754,alpha,inDrop2
3755,ductal,inDrop2
3756,alpha,inDrop2
3757,alpha,inDrop2
3758,alpha,inDrop2
3759,ductal,inDrop2
3760,beta,inDrop2
3761,beta,inDrop2
3762,alpha,inDrop2
3763,gamma,inDrop2
3764,ductal,inDrop2
3765,beta,inDrop2
3766,endothelial,inDrop2
3767,gamma,inDrop2
3768,ductal,inDrop2
3769,alpha,inDrop2
3770,ductal,inDrop2
3771,delta,inDrop2
3772,ductal,inDrop2
3773,beta,inDrop2
3774,beta,inDrop2
3775,endothelial,inDrop2
3776,beta,inDrop2
3777,alpha,inDrop2
3778,delta,inDrop2
3779,beta,inDrop2
3780,activated_stellate,inDrop2
3781,alpha,inDrop2
3782,beta,inDrop2
3783,ductal,inDrop2
3784,beta,inDrop2
3785,gamma,inDrop2
3786,alpha,inDrop2
3787,alpha,inDrop2
3788,alpha,inDrop2
3789,delta,inDrop2
3790,alpha,inDrop2
3791,ductal,inDrop2
3792,alpha,inDrop2
3793,beta,inDrop2
3794,endothelial,inDrop2
3795,activated_stellate,inDrop2
3796,alpha,inDrop2
3797,beta,inDrop2
3798,alpha,inDrop2
3799,alpha,inDrop2
3800,alpha,inDrop2
3801,beta,inDrop2
3802,beta,inDrop2
3803,alpha,inDrop2
3804,gamma,inDrop2
3805,beta,inDrop2
3806,alpha,inDrop2
3807,alpha,inDrop2
3808,alpha,inDrop2
3809,beta,inDrop2
3810,ductal,inDrop2
3811,beta,inDrop2
3812,activated_stellate,inDrop2
3813,alpha,inDrop2
3814,beta,inDrop2
3815,beta,inDrop2
3816,gamma,inDrop2
3817,alpha,inDrop2
3818,alpha,inDrop2
3819,alpha,inDrop2
3820,beta,inDrop2
3821,alpha,inDrop2
3822,endothelial,inDrop2
3823,alpha,inDrop2
3824,delta,inDrop2
3825,activated_stellate,inDrop2
3826,gamma,inDrop2
3827,beta,inDrop2
3828,alpha,inDrop2
3829,ductal,inDrop2
3830,beta,inDrop2
3831,gamma,inDrop2
3832,beta,inDrop2
3833,beta,inDrop2
3834,ductal,inDrop2
3835,ductal,inDrop2
3836,alpha,inDrop2
3837,beta,inDrop2
3838,beta,inDrop2
3839,ductal,inDrop2
3840,beta,inDrop2
3841,ductal,inDrop2
3842,alpha,inDrop2
3843,alpha,inDrop2
3844,activated_stellate,inDrop2
3845,delta,inDrop2
3846,alpha,inDrop2
3847,activated_stellate,inDrop2
3848,beta,inDrop2
3849,alpha,inDrop2
3850,delta,inDrop2
3851,beta,inDrop2
3852,beta,inDrop2
3853,delta,inDrop2
3854,ductal,inDrop2
3855,alpha,inDrop2
3856,delta,inDrop2
3857,alpha,inDrop2
3858,beta,inDrop2
3859,ductal,inDrop2
3860,beta,inDrop2
3861,endothelial,inDrop2
3862,ductal,inDrop2
3863,beta,inDrop2
3864,alpha,inDrop2
3865,activated_stellate,inDrop2
3866,beta,inDrop2
3867,alpha,inDrop2
3868,beta,inDrop2
3869,beta,inDrop2
3870,alpha,inDrop2
3871,beta,inDrop2
3872,alpha,inDrop2
3873,gamma,inDrop2
3874,beta,inDrop2
3875,ductal,inDrop2
3876,beta,inDrop2
3877,alpha,inDrop2
3878,alpha,inDrop2
3879,alpha,inDrop2
3880,alpha,inDrop2
3881,ductal,inDrop2
3882,beta,inDrop2
3883,alpha,inDrop2
3884,alpha,inDrop2
3885,ductal,inDrop2
3886,alpha,inDrop2
3887,ductal,inDrop2
3888,alpha,inDrop2
3889,alpha,inDrop2
3890,gamma,inDrop2
3891,ductal,inDrop2
3892,ductal,inDrop2
3893,alpha,inDrop2
3894,alpha,inDrop2
3895,ductal,inDrop2
3896,beta,inDrop2
3897,ductal,inDrop2
3898,alpha,inDrop2
3899,ductal,inDrop2
3900,alpha,inDrop2
3901,ductal,inDrop2
3902,beta,inDrop2
3903,beta,inDrop2
3904,beta,inDrop2
3905,ductal,inDrop2
3906,ductal,inDrop2
3907,alpha,inDrop2
3908,delta,inDrop2
3909,alpha,inDrop2
3910,beta,inDrop2
3911,beta,inDrop2
3912,endothelial,inDrop2
3913,alpha,inDrop2
3914,alpha,inDrop2
3915,alpha,inDrop2
3916,alpha,inDrop2
3917,alpha,inDrop2
3918,alpha,inDrop2
3919,ductal,inDrop2
3920,alpha,inDrop2
3921,alpha,inDrop2
3922,ductal,inDrop2
3923,alpha,inDrop2
3924,ductal,inDrop2
3925,ductal,inDrop2
3926,ductal,inDrop2
3927,alpha,inDrop2
3928,activated_stellate,inDrop2
3929,ductal,inDrop2
3930,alpha,inDrop2
3931,alpha,inDrop2
3932,beta,inDrop2
3933,delta,inDrop2
3934,alpha,inDrop2
3935,alpha,inDrop2
3936,ductal,inDrop2
3937,alpha,inDrop2
3938,alpha,inDrop2
3939,gamma,inDrop2
3940,ductal,inDrop2
3941,alpha,inDrop2
3942,delta,inDrop2
3943,endothelial,inDrop2
3944,beta,inDrop2
3945,alpha,inDrop2
3946,beta,inDrop2
3947,alpha,inDrop2
3948,alpha,inDrop2
3949,alpha,inDrop2
3950,gamma,inDrop2
3951,ductal,inDrop2
3952,alpha,inDrop2
3953,alpha,inDrop2
3954,gamma,inDrop2
3955,alpha,inDrop2
3956,quiescent_stellate,inDrop2
3957,beta,inDrop2
3958,ductal,inDrop2
3959,ductal,inDrop2
3960,beta,inDrop2
3961,alpha,inDrop2
3962,alpha,inDrop2
3963,alpha,inDrop2
3964,alpha,inDrop2
3965,alpha,inDrop2
3966,beta,inDrop2
3967,alpha,inDrop2
3968,beta,inDrop2
3969,ductal,inDrop2
3970,gamma,inDrop2
3971,beta,inDrop2
3972,activated_stellate,inDrop2
3973,ductal,inDrop2
3974,ductal,inDrop2
3975,alpha,inDrop2
3976,gamma,inDrop2
3977,epsilon,inDrop2
3978,alpha,inDrop2
3979,delta,inDrop2
3980,alpha,inDrop2
3981,ductal,inDrop2
3982,alpha,inDrop2
3983,beta,inDrop2
3984,activated_stellate,inDrop2
3985,gamma,inDrop2
3986,alpha,inDrop2
3987,alpha,inDrop2
3988,schwann,inDrop2
3989,ductal,inDrop2
3990,alpha,inDrop2
3991,alpha,inDrop2
3992,gamma,inDrop2
3993,alpha,inDrop2
3994,alpha,inDrop2
3995,alpha,inDrop2
3996,alpha,inDrop2
3997,alpha,inDrop2
3998,alpha,inDrop2
3999,beta,inDrop2
4000,macrophage,inDrop2
4001,ductal,inDrop2
4002,alpha,inDrop2
4003,alpha,inDrop2
4004,ductal,inDrop2
4005,alpha,inDrop2
4006,alpha,inDrop2
4007,alpha,inDrop2
4008,beta,inDrop2
4009,ductal,inDrop2
4010,gamma,inDrop2
4011,delta,inDrop2
4012,ductal,inDrop2
4013,delta,inDrop2
4014,beta,inDrop2
4015,alpha,inDrop2
4016,ductal,inDrop2
4017,gamma,inDrop2
4018,alpha,inDrop2
4019,alpha,inDrop2
4020,alpha,inDrop2
4021,gamma,inDrop2
4022,activated_stellate,inDrop2
4023,alpha,inDrop2
4024,ductal,inDrop2
4025,alpha,inDrop2
4026,alpha,inDrop2
4027,beta,inDrop2
4028,ductal,inDrop2
4029,alpha,inDrop2
4030,gamma,inDrop2
4031,delta,inDrop2
4032,alpha,inDrop2
4033,alpha,inDrop2
4034,ductal,inDrop2
4035,activated_stellate,inDrop2
4036,alpha,inDrop2
4037,alpha,inDrop2
4038,alpha,inDrop2
4039,gamma,inDrop2
4040,alpha,inDrop2
4041,beta,inDrop2
4042,alpha,inDrop2
4043,alpha,inDrop2
4044,beta,inDrop2
4045,ductal,inDrop2
4046,schwann,inDrop2
4047,delta,inDrop2
4048,gamma,inDrop2
4049,activated_stellate,inDrop2
4050,alpha,inDrop2
4051,ductal,inDrop2
4052,beta,inDrop2
4053,beta,inDrop2
4054,alpha,inDrop2
4055,gamma,inDrop2
4056,gamma,inDrop2
4057,ductal,inDrop2
4058,alpha,inDrop2
4059,activated_stellate,inDrop2
4060,endothelial,inDrop2
4061,beta,inDrop2
4062,beta,inDrop2
4063,endothelial,inDrop2
4064,alpha,inDrop2
4065,beta,inDrop2
4066,beta,inDrop2
4067,alpha,inDrop2
4068,ductal,inDrop2
4069,alpha,inDrop2
4070,alpha,inDrop2
4071,alpha,inDrop2
4072,gamma,inDrop2
4073,activated_stellate,inDrop2
4074,alpha,inDrop2
4075,beta,inDrop2
4076,alpha,inDrop2
4077,alpha,inDrop2
4078,quiescent_stellate,inDrop2
4079,gamma,inDrop2
4080,alpha,inDrop2
4081,alpha,inDrop2
4082,alpha,inDrop2
4083,alpha,inDrop2
4084,alpha,inDrop2
4085,quiescent_stellate,inDrop2
4086,alpha,inDrop2
4087,alpha,inDrop2
4088,alpha,inDrop2
4089,ductal,inDrop2
4090,alpha,inDrop2
4091,beta,inDrop2
4092,beta,inDrop2
4093,beta,inDrop2
4094,beta,inDrop2
4095,ductal,inDrop2
4096,alpha,inDrop2
4097,alpha,inDrop2
4098,ductal,inDrop2
4099,alpha,inDrop2
4100,beta,inDrop2
4101,activated_stellate,inDrop2
4102,ductal,inDrop2
4103,mast,inDrop2
4104,alpha,inDrop2
4105,beta,inDrop2
4106,alpha,inDrop2
4107,alpha,inDrop2
4108,beta,inDrop2
4109,gamma,inDrop2
4110,beta,inDrop2
4111,ductal,inDrop2
4112,ductal,inDrop2
4113,ductal,inDrop2
4114,ductal,inDrop2
4115,alpha,inDrop2
4116,beta,inDrop2
4117,ductal,inDrop2
4118,beta,inDrop2
4119,endothelial,inDrop2
4120,beta,inDrop2
4121,beta,inDrop2
4122,macrophage,inDrop2
4123,gamma,inDrop2
4124,ductal,inDrop2
4125,ductal,inDrop2
4126,beta,inDrop2
4127,quiescent_stellate,inDrop2
4128,ductal,inDrop2
4129,alpha,inDrop2
4130,alpha,inDrop2
4131,ductal,inDrop2
4132,alpha,inDrop2
4133,ductal,inDrop2
4134,beta,inDrop2
4135,alpha,inDrop2
4136,ductal,inDrop2
4137,beta,inDrop2
4138,delta,inDrop2
4139,alpha,inDrop2
4140,alpha,inDrop2
4141,alpha,inDrop2
4142,alpha,inDrop2
4143,delta,inDrop2
4144,ductal,inDrop2
4145,alpha,inDrop2
4146,delta,inDrop2
4147,delta,inDrop2
4148,delta,inDrop2
4149,activated_stellate,inDrop2
4150,beta,inDrop2
4151,delta,inDrop2
4152,ductal,inDrop2
4153,ductal,inDrop2
4154,ductal,inDrop2
4155,ductal,inDrop2
4156,alpha,inDrop2
4157,delta,inDrop2
4158,macrophage,inDrop2
4159,beta,inDrop2
4160,delta,inDrop2
4161,ductal,inDrop2
4162,beta,inDrop2
4163,delta,inDrop2
4164,alpha,inDrop2
4165,alpha,inDrop2
4166,activated_stellate,inDrop2
4167,ductal,inDrop2
4168,beta,inDrop2
4169,ductal,inDrop2
4170,alpha,inDrop2
4171,delta,inDrop2
4172,ductal,inDrop2
4173,ductal,inDrop2
4174,beta,inDrop2
4175,alpha,inDrop2
4176,alpha,inDrop2
4177,beta,inDrop2
4178,alpha,inDrop2
4179,beta,inDrop2
4180,ductal,inDrop2
4181,ductal,inDrop2
4182,ductal,inDrop2
4183,beta,inDrop2
4184,delta,inDrop2
4185,beta,inDrop2
4186,beta,inDrop2
4187,ductal,inDrop2
4188,alpha,inDrop2
4189,ductal,inDrop2
4190,ductal,inDrop2
4191,beta,inDrop2
4192,alpha,inDrop2
4193,beta,inDrop2
4194,beta,inDrop2
4195,beta,inDrop2
4196,alpha,inDrop2
4197,alpha,inDrop2
4198,beta,inDrop2
4199,beta,inDrop2
4200,alpha,inDrop2
4201,beta,inDrop2
4202,beta,inDrop2
4203,beta,inDrop2
4204,ductal,inDrop2
4205,beta,inDrop2
4206,activated_stellate,inDrop2
4207,beta,inDrop2
4208,ductal,inDrop2
4209,beta,inDrop2
4210,beta,inDrop2
4211,alpha,inDrop2
4212,ductal,inDrop2
4213,ductal,inDrop2
4214,beta,inDrop2
4215,ductal,inDrop2
4216,alpha,inDrop2
4217,ductal,inDrop2
4218,gamma,inDrop2
4219,alpha,inDrop2
4220,beta,inDrop2
4221,beta,inDrop2
4222,activated_stellate,inDrop2
4223,beta,inDrop2
4224,beta,inDrop2
4225,alpha,inDrop2
4226,beta,inDrop2
4227,gamma,inDrop2
4228,beta,inDrop2
4229,alpha,inDrop2
4230,ductal,inDrop2
4231,beta,inDrop2
4232,alpha,inDrop2
4233,alpha,inDrop2
4234,beta,inDrop2
4235,alpha,inDrop2
4236,alpha,inDrop2
4237,alpha,inDrop2
4238,alpha,inDrop2
4239,activated_stellate,inDrop2
4240,alpha,inDrop2
4241,activated_stellate,inDrop2
4242,beta,inDrop2
4243,gamma,inDrop2
4244,alpha,inDrop2
4245,beta,inDrop2
4246,delta,inDrop2
4247,ductal,inDrop2
4248,alpha,inDrop2
4249,activated_stellate,inDrop2
4250,beta,inDrop2
4251,alpha,inDrop2
4252,alpha,inDrop2
4253,alpha,inDrop2
4254,beta,inDrop2
4255,beta,inDrop2
4256,activated_stellate,inDrop2
4257,macrophage,inDrop2
4258,ductal,inDrop2
4259,beta,inDrop2
4260,beta,inDrop2
4261,alpha,inDrop2
4262,beta,inDrop2
4263,beta,inDrop2
4264,ductal,inDrop2
4265,alpha,inDrop2
4266,delta,inDrop2
4267,beta,inDrop2
4268,beta,inDrop2
4269,alpha,inDrop2
4270,beta,inDrop2
4271,alpha,inDrop2
4272,beta,inDrop2
4273,ductal,inDrop2
4274,beta,inDrop2
4275,alpha,inDrop2
4276,alpha,inDrop2
4277,delta,inDrop2
4278,beta,inDrop2
4279,beta,inDrop2
4280,alpha,inDrop2
4281,macrophage,inDrop2
4282,activated_stellate,inDrop2
4283,ductal,inDrop2
4284,beta,inDrop2
4285,alpha,inDrop2
4286,delta,inDrop2
4287,macrophage,inDrop2
4288,delta,inDrop2
4289,alpha,inDrop2
4290,ductal,inDrop2
4291,acinar,inDrop2
4292,delta,inDrop2
4293,alpha,inDrop2
4294,ductal,inDrop2
4295,ductal,inDrop2
4296,alpha,inDrop2
4297,beta,inDrop2
4298,ductal,inDrop2
4299,ductal,inDrop2
4300,alpha,inDrop2
4301,alpha,inDrop2
4302,delta,inDrop2
4303,delta,inDrop2
4304,alpha,inDrop2
4305,alpha,inDrop2
4306,ductal,inDrop2
4307,alpha,inDrop2
4308,alpha,inDrop2
4309,delta,inDrop2
4310,alpha,inDrop2
4311,beta,inDrop2
4312,beta,inDrop2
4313,alpha,inDrop2
4314,ductal,inDrop2
4315,delta,inDrop2
4316,alpha,inDrop2
4317,activated_stellate,inDrop2
4318,delta,inDrop2
4319,beta,inDrop2
4320,gamma,inDrop2
4321,delta,inDrop2
4322,gamma,inDrop2
4323,beta,inDrop2
4324,ductal,inDrop2
4325,alpha,inDrop2
4326,ductal,inDrop2
4327,alpha,inDrop2
4328,ductal,inDrop2
4329,beta,inDrop2
4330,ductal,inDrop2
4331,alpha,inDrop2
4332,beta,inDrop2
4333,beta,inDrop2
4334,ductal,inDrop2
4335,beta,inDrop2
4336,alpha,inDrop2
4337,ductal,inDrop2
4338,activated_stellate,inDrop2
4339,alpha,inDrop2
4340,beta,inDrop2
4341,beta,inDrop2
4342,ductal,inDrop2
4343,alpha,inDrop2
4344,ductal,inDrop2
4345,alpha,inDrop2
4346,alpha,inDrop2
4347,alpha,inDrop2
4348,alpha,inDrop2
4349,alpha,inDrop2
4350,beta,inDrop2
4351,ductal,inDrop2
4352,alpha,inDrop2
4353,alpha,inDrop2
4354,alpha,inDrop2
4355,ductal,inDrop2
4356,beta,inDrop2
4357,ductal,inDrop2
4358,activated_stellate,inDrop2
4359,alpha,inDrop2
4360,beta,inDrop2
4361,alpha,inDrop2
4362,alpha,inDrop2
4363,ductal,inDrop2
4364,alpha,inDrop2
4365,alpha,inDrop2
4366,beta,inDrop2
4367,beta,inDrop2
4368,beta,inDrop2
4369,beta,inDrop2
4370,ductal,inDrop2
4371,macrophage,inDrop2
4372,alpha,inDrop2
4373,ductal,inDrop2
4374,alpha,inDrop2
4375,beta,inDrop2
4376,beta,inDrop2
4377,ductal,inDrop2
4378,beta,inDrop2
4379,delta,inDrop2
4380,quiescent_stellate,inDrop2
4381,alpha,inDrop2
4382,alpha,inDrop2
4383,beta,inDrop2
4384,ductal,inDrop2
4385,beta,inDrop2
4386,alpha,inDrop2
4387,beta,inDrop2
4388,alpha,inDrop2
4389,beta,inDrop2
4390,beta,inDrop2
4391,beta,inDrop2
4392,beta,inDrop2
4393,alpha,inDrop2
4394,alpha,inDrop2
4395,beta,inDrop2
4396,alpha,inDrop2
4397,delta,inDrop2
4398,alpha,inDrop2
4399,beta,inDrop2
4400,schwann,inDrop2
4401,beta,inDrop2
4402,beta,inDrop2
4403,alpha,inDrop2
4404,alpha,inDrop2
4405,alpha,inDrop2
4406,beta,inDrop2
4407,alpha,inDrop2
4408,beta,inDrop2
4409,ductal,inDrop2
4410,ductal,inDrop2
4411,gamma,inDrop2
4412,beta,inDrop2
4413,alpha,inDrop2
4414,ductal,inDrop2
4415,beta,inDrop2
4416,ductal,inDrop2
4417,ductal,inDrop2
4418,alpha,inDrop2
4419,activated_stellate,inDrop2
4420,delta,inDrop2
4421,beta,inDrop2
4422,beta,inDrop2
4423,beta,inDrop2
4424,alpha,inDrop2
4425,alpha,inDrop2
4426,alpha,inDrop2
4427,activated_stellate,inDrop2
4428,alpha,inDrop2
4429,alpha,inDrop2
4430,alpha,inDrop2
4431,alpha,inDrop2
4432,alpha,inDrop2
4433,delta,inDrop2
4434,alpha,inDrop2
4435,gamma,inDrop2
4436,alpha,inDrop2
4437,alpha,inDrop2
4438,gamma,inDrop2
4439,alpha,inDrop2
4440,alpha,inDrop2
4441,alpha,inDrop2
4442,alpha,inDrop2
4443,ductal,inDrop2
4444,alpha,inDrop2
4445,activated_stellate,inDrop2
4446,alpha,inDrop2
4447,delta,inDrop2
4448,alpha,inDrop2
4449,alpha,inDrop2
4450,alpha,inDrop2
4451,ductal,inDrop2
4452,delta,inDrop2
4453,alpha,inDrop2
4454,alpha,inDrop2
4455,alpha,inDrop2
4456,alpha,inDrop2
4457,beta,inDrop2
4458,beta,inDrop2
4459,alpha,inDrop2
4460,activated_stellate,inDrop2
4461,alpha,inDrop2
4462,beta,inDrop2
4463,alpha,inDrop2
4464,beta,inDrop2
4465,beta,inDrop2
4466,alpha,inDrop2
4467,alpha,inDrop2
4468,activated_stellate,inDrop2
4469,beta,inDrop2
4470,alpha,inDrop2
4471,beta,inDrop2
4472,delta,inDrop2
4473,beta,inDrop2
4474,alpha,inDrop2
4475,beta,inDrop2
4476,gamma,inDrop2
4477,alpha,inDrop2
4478,alpha,inDrop2
4479,alpha,inDrop2
4480,beta,inDrop2
4481,beta,inDrop2
4482,beta,inDrop2
4483,activated_stellate,inDrop2
4484,endothelial,inDrop2
4485,macrophage,inDrop2
4486,alpha,inDrop2
4487,alpha,inDrop2
4488,gamma,inDrop2
4489,alpha,inDrop2
4490,endothelial,inDrop2
4491,alpha,inDrop2
4492,alpha,inDrop2
4493,alpha,inDrop2
4494,beta,inDrop2
4495,quiescent_stellate,inDrop2
4496,beta,inDrop2
4497,alpha,inDrop2
4498,ductal,inDrop2
4499,ductal,inDrop2
4500,alpha,inDrop2
4501,alpha,inDrop2
4502,ductal,inDrop2
4503,beta,inDrop2
4504,alpha,inDrop2
4505,alpha,inDrop2
4506,ductal,inDrop2
4507,beta,inDrop2
4508,endothelial,inDrop2
4509,alpha,inDrop2
4510,alpha,inDrop2
4511,alpha,inDrop2
4512,activated_stellate,inDrop2
4513,ductal,inDrop2
4514,alpha,inDrop2
4515,gamma,inDrop2
4516,alpha,inDrop2
4517,alpha,inDrop2
4518,ductal,inDrop2
4519,quiescent_stellate,inDrop2
4520,ductal,inDrop2
4521,ductal,inDrop2
4522,alpha,inDrop2
4523,activated_stellate,inDrop2
4524,gamma,inDrop2
4525,ductal,inDrop2
4526,endothelial,inDrop2
4527,alpha,inDrop2
4528,ductal,inDrop2
4529,beta,inDrop2
4530,ductal,inDrop2
4531,macrophage,inDrop2
4532,alpha,inDrop2
4533,alpha,inDrop2
4534,beta,inDrop2
4535,beta,inDrop2
4536,beta,inDrop2
4537,alpha,inDrop2
4538,activated_stellate,inDrop2
4539,alpha,inDrop2
4540,ductal,inDrop2
4541,alpha,inDrop2
4542,alpha,inDrop2
4543,alpha,inDrop2
4544,alpha,inDrop2
4545,gamma,inDrop2
4546,beta,inDrop2
4547,ductal,inDrop2
4548,beta,inDrop2
4549,alpha,inDrop2
4550,beta,inDrop2
4551,alpha,inDrop2
4552,alpha,inDrop2
4553,beta,inDrop2
4554,alpha,inDrop2
4555,alpha,inDrop2
4556,gamma,inDrop2
4557,ductal,inDrop2
4558,beta,inDrop2
4559,alpha,inDrop2
4560,alpha,inDrop2
4561,alpha,inDrop2
4562,alpha,inDrop2
4563,gamma,inDrop2
4564,delta,inDrop2
4565,alpha,inDrop2
4566,activated_stellate,inDrop2
4567,macrophage,inDrop2
4568,beta,inDrop2
4569,beta,inDrop2
4570,alpha,inDrop2
4571,gamma,inDrop2
4572,beta,inDrop2
4573,alpha,inDrop2
4574,alpha,inDrop2
4575,ductal,inDrop2
4576,beta,inDrop2
4577,beta,inDrop2
4578,alpha,inDrop2
4579,alpha,inDrop2
4580,ductal,inDrop2
